id,name,score,publisher,developer,follow,topic,review,install
11047,拖拉机农民运输车,,Game Brick Studio,,126,,3
11048,越野大脚车的传说,,VascoGames,,183,,2
11050,Disney Catch Catch - Game Vui,,VNG GSMobile,,16,,
11051,Dead End St,,Ace Viral,,27,1,3
11053,Zodiac Pop! - Bubble Shooter,,Altitude Games,,6,,
11054,Soukiden,,iwiz,,,,1
11055,Crusaders of the Lost Idols,,Kongregate,,46,,4
11056,Candy Pop,,match_three,,2,,
11057,失踪的枪 - 2D在线射手,9.0,SUPERCAT,,1613,,10
11058,Leveled Off,,In The Game,,1,,
11059,Ajaz Bear Escape,,ajazgames,,,,
11060,Escape Games Arrows-16,,Joy Escape Games,,1,,
11061,Multiness (beta multiplayer NES emulator),,HQgame,,36,,
11062,Marina Militare It Navy Sim,9.1,RORTOS,,1970,2,15
11063,甜爆炸,,Timuz Games,,3,,
11064,Stickman Rope Hero,,Mine Games Craft,,10062,4,9
11065,Fashion Empire - Boutique Sim,8.4,Frenzoo,,3252,11,26
11066,Switchy Sides,,tastypill,,9,,1
11067,Three Dots -Boredom Eradicated,,SmileyGamer,,4,,
11068,Star Civilization,,Poseidon,,13,,1
11069,Guess the Youtubers,,fortunecoder,,,,
11070,PLAYMOBIL Kinderklinik,,geobra Brandst?tter Stiftung & Co.KG,,47,,
11071,The Happy Coin Room Escape,,MILD ESCAPE,,5,,
11072,Escape Games Day-429,,EscapeGamesFun,,2,,
11073,Escape Games Day-428,,EscapeGamesFun,,2,,
11074,Escape Games Day-430,,EscapeGamesFun,,,,
11075,"Tap 'n' City",,"Mustache,Ltd",,9,,
11076,星球的主人,,MistGame,,122,,2
11078,Steppy Subway,,Super Entertainment Game,,526,,3
11079,Escape From Horrendous House,,EightGames,,,,
11080,Escape From Best Infirmary,,EightGames,,,,
11081,Word Search,,WORD PUZZLES,,14,,
11082,Pearl Bubble Shooter,,Bubble Shooter,,,,
11083,水果花园达人,,match_three,,40,,
11085,Candy Boom,,match_three,,2,,
11087,饼干的奖赏：美食之旅,,Mahjong Casual,,10,,
11089,梦幻龙族,7.3,Teebik-inc,,,18,113
11090,妃十三学园JP,8.7,CyberAgent Inc.,,37944,168,294
11091,穿越迷雾,9.2,BoomBit Games,,65443,84,552
11092,刀剑神域：记忆碎片JP,9.4,BANDAI NAMCO Entertainment Inc.,,159391,6337,4675
11093,屡战屡败,10,Rovio Entertainment Ltd.,,1288,1,15
11095,Swipe 3?,,WildTangent,,6,,
11096,微生物跳跳研究所,9.6,Qmax Inc.,,11861,17,144
11097,海上小镇,9.4,"Backflip Studios, Inc.",,926,1,25
11098,地城獵手4 榮光宮殿,6.8,Gameloft,,10369,12,67
11099,行界：零,8.9,逸行灵动,,83006,142,939
11100,以数绘画,9.8,MKEnE,,3202,6,63
11101,Nonogram（绘图方块逻辑）,,kimbuja,,123,,1
11102,Griddlers Plus,7.5,PuzzleHouseApps,,197,,6
11103,Logic Square - Picross,9.9,Devsquare,,1280,,20
11104,日本拼图 Nonograms Katana,9.9,ucdevs,,1874,,44
11105,仙剑奇侠传3D回合,6.8,盖娅互娱,,2160,12,221
11106,StarHunter,,Jay-z,,248,,5
11107,Stick Squad - Sniper Contracts,,Brutal Studio,,90,2,3
11108,Stick Squad 2 - Shooting Elite,,Brutal Studio,,145,2,2
11109,Coach to School 2016,,"Tapinator, Inc. (Ticker: TAPM)",,16,,
11110,明星的爱情故事,,6677g.com,,71,,
11111,死亡冒险：僵尸生存,9.1,DogByte Games,,5228,3,31
11112,脱出ゲーム 学校の食堂からの脱出,,iphone-taro,,33,,2
11113,クリアしてみろよ？,,show inagaki,,2,,
11114,Escape Game Nine Shelves,,ROBAMIMI,,3,,
11115,Brothers Rescue,,Games2Jolly,,,,
11116,Vovu,8.1,Foxenon Games,,2389,,21
11117,Alien Salvage 2,,Games2Jolly,,,,
11118,逃离游戏-浴室锁,,Escape Game Studio,,46,,1
11119,駆け抜けろ！　～暇つぶし最適ゲーム～,,River Field,,1,,
11120,三国冲突,,FORPLUS Inc.,,5,,
11121,梦幻星缘,8.3,Next Doors,,1150,,18
11122,时间禁止：入梦,8.6,DreamyTyper,,2398,1,43
11124,狙击手X：绝命杀机,7.9,Glu,,7020,1,36
11126,神之光,9.3,Playmous,,7553,9,106
11128,拳击英雄,6.2,GAMEVIL,,874,1,8
11130,Run In Crowd,,Ursine Paw,,46,,3
11131,Lost Track,6.3,Wnutter,,3929,,15
11134,悟空国防,,Gamepub,,96,,1
11136,史上最牛的游戏2,6.5,Orangenose Studio,,4697,,29
11137,Legends of Honor,,Goodgame Studios,,14,1,2
11138,Burger Jump,,BRUH INC,,1,,
11139,Dinosaur Race 3D,,"Tapinator, Inc. (Ticker: TAPM)",,18,,1
11140,"Penny & Puppy's Treehouse",,TutoTOONS,,4,,
11141,Monster!,,Gimku,,40,,3
11142,Quiz Pics for Shopkins Fans,,fujiwo,,1,,
11143,"Blue Angels: Ready, Break!",10,RORTOS,,1065,,8
11144,Escape Games Day-431,,EscapeGamesFun,,1,,1
11145,Escape Games Day-432,,EscapeGamesFun,,,,
11146,学战都市Asterisk星武祭 光辉星脈,8.2,BANDAI NAMCO Entertainment Inc.,,9580,77,125
11147,Escape From Okpo Land,,EightGames,,,,
11148,LINE: 钢弹大乱斗,7.9,LINE Corporation,,5372,19,46
11149,脱出ゲーム 夏休みのUFO破壊,,litegame,,4,,
11150,Forest Officer Rescue,,Games2Jolly,,,,
11151,纳豆育成游戏,,Naname Inc.,,86,,4
11152,曾经的英雄,6.3,YJM Games,,102,1,12
11153,怪兽冒险,,星期五下午,,19,,
11154,Slime Evolution,8.3,Owings Games,,605,1,5
11158,無限俠想：江湖豪傑,,Pubgame,,49,,3
11159,獵一個人,,Hunter A App,,2,,
11160,成語接龍闖關,,輕越軟件,,139,,4
11161,蓋高樓,8.7,Rainboy,,1078,,29
11163,Jewel Matching Fun free Gems,,sonatanhtrang studio,,7,,
11164,Tower of SaviorsHK,9.7,Mad Head Limited,,344,,8
11165,9 Clues：蛇溪的秘密,9.6,G5 Entertainment,,4930,1,77
11166,Adventure Company,,Foursaken Media,,248,,5
11168,吃货星球,7.3,次元猫,,6921,9,69
11169,HITMAN? Companion,,SQUARE ENIX Ltd,,472,,7
11170,逃出实验室US,8.3,北京游道易网络文化有限公司,,68162,47,217
11172,爱养成,9.5,CatCap Studio,,9427,,102
11173,猫耳少女[CatfulHouse],8.8,kyogajin,,3541,2,84
11174,无头鸡,9.3,DoubleSmith,,154,,6
11175,精神病院3 Lite,9.3,AGaming+,,7742,8,127
11176,精神病院4 Lite,9.0,AGaming+,,16423,17,188
11178,Give My Ball Back,,Nravo Inc,,2,,
11180,Fantasy Arena,8.8,Teamtop Games,,101,1,10
11181,超脱力医院,8.2,椰岛游戏,,180626,723,1301
11182,特工狂奔,,Full Fat,,332,,5
11186,起飞,6.5,astragon Entertainment GmbH,,1012,1,10
11188,小鸡盖饭，再来一碗！,9.7,Gam.eBB,,1914,,21
11190,ICEY,9.9,心动网络,上海幻刃网络科技有限公司,1473088,16234,67069
11191,无主之地传说,7.3,Telltale Games,,3311,9,65
11193,英雄之血,8.6,Com2uS USA,,2311,,37
11194,愤怒军团,9.2,Screambox,,,3,51
11196,少女咖啡枪,6.2,西山居世游,,25661,380,3124
11197,刀塔西游,1.4,Fred Games,,43,1,13
11199,节奏大爆炸,8.6,心动网络,LINKEDTUNE,334417,5120,12618
11201,不同區塊生存遊戲,5.5,Bad Jellyfish Entertainment,,246,,6
11202,Shift_Shooter,,matsukesoft,,23,,2
11203,龙的后裔 : 战争的序幕,,withHUG,,9,,1
11204,2017 高校之神与NAVER WEBTOON,7.7,NHN Entertainment Corp.,,6024,5,44
11205,《神噬錄》,,saltycake219,,14,,2
11207,疯狂水果：艾丽的旅行,,BitMango,,115,,2
11209,無雙兵團 - 兵團大作戰TW,6.5,上海香蕉狗网络科技有限公司,,61,1,7
11210,坦克大作战,7.2,Miniclip.com,,57362,42,191
11211,電影天堂 - Hollywood Paradise,,Italy Games,,101,,1
11212,穹顶之上,,Ketchapp,,217,,3
11214,Costume Party,,TutoTOONS Kids Games,,3,,
11215,Chaos LegendsUS,,Snail Games USA Inc,,107,,1
11216,警方驱动VS恐怖分子,,MobilePlus,,39,,1
11217,Piano Tiles 5,,yang houkang,,9,,1
11219,Police Helicopter Pilot 3D,,i6 Games,,97,,
11220,脱出倶楽部S10ヤクザ編『体験版』,,Garusoft Development Inc.,,2,,
11221,Guns x zombies,6.1,loyaltech,,149,,7
11222,Escape From Condo House,,Games2Jolly,,1,,
11223,Treasure Trove Escape,,Games2Jolly,,4,,
11224,育成バトルアクション ロボコレ,,株式会社プランゼロ,,6,,
11225,Cycle Boy Escape 2,,Games2Jolly,,,,
11226,Escape the Elephant Calf,,ajazgames,,,,
11227,大三国志,2.2,SnailDigitalKorea,,136,,6
11231,变形金刚- 恐龙机器人游戏,,TheFlash&FirstFox,,202,,2
11232,2016年里约奥运会游戏,7.1,Neowiz Games,,26592,34,234
11233,《3Q勇者》夏日大作戰,,gametw2015app,,68,2,4
11234,三國不要停,,tt-play,,10,,
11236,伊斯特戰記,,復娛文化（香港）有限公司,,6,1,4
11237,索菲亚 - 我的小妹妹,,CrazyLabs,,128,,5
11238,丐武俠,,darren,,21,,1
11240,房東雅典娜和她的寵物,,BELRED TECHNOLOGY COMPANY LIMITED,,21,,1
11241,King of Fighters 98 for LINE,,PlayHit Southeast Asia,,100,1,2
11242,點爆那真相 - 掛機哪有那麼爽,,GameHAHA,,23,,2
11243,美食兄妹-海岛餐厅,5.5,Libii,,1269,,7
11244,301级 - 新房间和家庭逃生游戏,,Hidden Fun Games,,26,,
11245,Strike.is: The Game,7.1,Freakinware Studios Limited,,386,,9
11246,Steppy Hero,,Fatty Pixel Lab.,,149,,2
11247,数独,9.3,MobiDev Studio,,752,,6
11248,列王的纷争：西部大陆,6.9,Elex Wireless,,3751,46,125
11249,トイレに入ったら紙が無い,,AppliKing,,64,,1
11250,Astra,9.1,Fabuloso Games,,965,1,21
11251,MOBIUS FINAL  FANTASYUS,9.4,"SQUARE ENIX Co.,Ltd.",,4188,5,27
11252,Nanuleu,9.2,Selva Interactive,,1281,,14
11253,将棋RPG TUMETUME LORD,,DIG LLC.,,19,,
11254,栽培少年KR,9.8,"OWLOGUE Co., Ltd.",,1752,,20
11257,RIVAL FIRE,8.0,Glu,,1039,1,11
11258,Trump Toss: Beat the Donald,8.2,Denali Games LLC,,59,,5
11259,我的会说话的狗2 - 虚拟宠物,,DigitalEagle,,280,,4
11260,梦幻水世界,,Puzzle Games Inc,,43,,1
11261,Monster World,,Vivian fun,,1,,
11262,出奇蛋,,Kids Fun Club,,28,,
11266,天穹的Arculs,,"SQUARE ENIX Co.,Ltd.",,156,,5
11267,Escape Games Day-433,,EscapeGamesFun,,1,,
11268,Pocket Go Catch,,CoolApp Studio,,30,,2
11269,Escape Games Day-434,,EscapeGamesFun,,2,,
11270,Scout Hero,,good-place,,1,,
11271,Old House Treasure Escape,,Games2Jolly,,3,,
11272,Queen Bee Rescue,,Games2Jolly,,1,,
11273,Cute Boy Motorcycle Escape,,Games2Jolly,,2,,
11274,MSC Fantasia Cruise Escape,,EightGames,,,,
11275,Shoot 2 Goal: World League 2018 Soccer Game,,Bambo Studio,,93,,
11276,冒险猪,,StoryArc Media,,11,,
11279,房产主 : 问一下房东,,FreeDev.,,611,,5
11281,龙迷宫 - Dragon & Maze,5.9,CodeCoreGames,,38,1,9
11282,死刑執行者,,Uecc Team,,111,,4
11283,羽毛球,8.8,Enjoysports,,1766,1,41
11285,疯狂泡泡射击,,RRG Studio,,11,,
11286,水果游戏 - Paradise Farm,,vietgamestudio,,12,,
11287,江湖X,8.3,汉家松鼠工作室,,96088,109,1008
11288,GLADIABOTS (demo),9.6,GFX47,,2351,8,32
11289,ヴァンパイアキス 女性向け恋愛ゲーム無料！人気乙ゲー,,"Ciagram CO., LTD.",,76,,
11290,睁开眼睛一看当成饭店经理,,FUNTA,,92,,3
11291,沼泽激战 (Swamp Attack),8.4,Outfit7,,7054,1,25
11292,Soundtrack Attack,8.1,Cartoon Network,,916,,30
11293,保龄球中心 2,,Rolocule Games,,59,,2
11294,Drop Out!,,The BLU Market,,52,,
11295,在线国际象棋 - Chess Online,9.2,3DGames,,2260,,12
11296,Toddlers Trombone,,Alyaka,,4,,2
11297,圈地警察马模拟器,,MobileGames,,67,,1
11298,城市建设者2016年：商城县 Build Away!,5.5,VascoGames,,506,1,8
11299,Force.io Craft - Free Diep War,,IO Game Studio,,26,,3
11301,Rope Hero: Vice Town,7.5,Mine Games Craft,,2605,,10
11302,Space Goat Simulator 3D,,PlayMechanics,,65,,
11303,狩魔者2,7.8,Artifex Mundi,,457,1,5
11304,Escape Games Day-435,,EscapeGamesFun,,3,,
11305,Escape Games Day-436,,EscapeGamesFun,,2,,
11307,RPG Bonds of the Skies,,KEMCO,,46,,3
11308,Chef Judy: RiceBurger Maker,,ENISTUDIO Corp.,,19,,
11309,2048 Growing puzzle,7.5,IndiFunGame,,117,,8
11310,Flying LARVA,,"FLERO GAMES Co.,Ltd.",,40,,3
11311,小型军团： 三国联合专辑KR,,上海盛维网络科技有限公司,,104,,6
11312,Rebellious,,"Simplicial Software, LLC",,267,,3
11314,乒乓球王,6.2,mobirix,,607,,18
11316,Girls Coloring Book,,Colorfit,,154,,3
11318,蛋国志,8.2,KooGame 酷柚,,144225,276,2448
11319,小小軍團? 合戰三國TW,9.4,上海盛维网络科技有限公司,,16353,166,371
11320,Guild of Honor : GOH军团的荣耀,8.3,Netmarble Games,,771,1,7
11321,御劍奇緣,,Coolwin,,19,,
11322,Airport Simulator Cashier FREE,,Beansprites LLC,,33,,
11323,戰爭世界II(破翼行動),,9SplayDeveloper,,71,,4
11325,死亡射手3-杀手,,WEDO1.COM GAME,,447,,2
11326,明星女孩的时尚 - CocoPPa Play,8.8,"UNITED, Inc.",,17864,129,496
11327,指尖帝王,,IM30,,136,1,2
11329,Father.IO - 战术地图测试版,8.4,Proxy42 Inc,,24189,87,224
11330,wire cat,,Wright Flyer Studios,,13,,
11331,mg_CUBE,10,Wright Flyer Studios,,140,,6
11332,BRICKCRASH !!,,Wright Flyer Studios,,7,,1
11333,Time Adventure,,Wright Flyer Studios,,6,,1
11334,CubicTourPlus,,Wright Flyer Studios,,31,,
11335,爱丽丝的反转世界,,Wright Flyer Studios,,274,1,6
11337,爱丽丝的魔法笔迹,,Wright Flyer Studios,,339,1,4
11342,爱丽丝与奇妙之馆,9.5,Wright Flyer Studios,,1226,3,11
11343,ドラゴンイーター【完全無課金RPG-ドライ―】,,Wright Flyer Studios,,16,,1
11345,忍者すけべー 爆速忍法帖,,Wright Flyer Studios,,9,,
11346,sunken star,,Wright Flyer Studios,,98,1,4
11347,ぶっとばしガール！,,Wright Flyer Studios,,3,,1
11348,Puzjelly,,Wright Flyer Studios,,1,,
11349,Twinlight,,Wright Flyer Studios,,30,,
11350,艾米星星射手,9.0,Wright Flyer Studios,,126,,6
11351,マスクドキラー,,Wright Flyer Studios,,4,,
11352,Flick Beat,,Wright Flyer Studios,,6,,
11353,Coup Butat,,Wright Flyer Studios,,5,,
11355,あっ！ふろ,,Wright Flyer Studios,,2,,
11356,Animal Wrestler,,Wright Flyer Studios,,3,,
11357,Flight Penguin,,Wright Flyer Studios,,9,,
11358,MagSorb,,Wright Flyer Studios,,23,,2
11359,王国の薬草師,,Wright Flyer Studios,,13,,1
11361,SPACE BOMRUS,,Wright Flyer Studios,,4,,
11363,LOCUS TRACER,,Wright Flyer Studios,,7,,
11364,ココホレのひみつ,,Wright Flyer Studios,,4,,1
11365,IrairaGo,,Wright Flyer Studios,,1,,
11366,触拍乒乓球3D,,Smally Studios,,634,,2
11367,Star Trek ? - Wrath of Gems,7.8,Genera Games,,99,1,8
11369,Dual,,Squared Code,,23,,
11370,輻射塔防,8.2,HEXAGE,,2438,3,20
11371,史诗塔防 - 起源,6.4,Cat Studio HK,,153,,5
11372,I Wanna Be The Four Elements,8.9,ShirouCo,,12567,82,182
11373,Puppet War:FPS ep.1,,Twindigo,,13,,
11374,Prop Hunt Multiplayer Free,,Mqnse,,285,,3
11376,年代记,9.0,Bedtime Digital Games,,5665,16,73
11378,僵尸突击队 3,9.2,ninja kiwi,,6958,15,69
11379,僵尸突击队 4,8.7,ninja kiwi,,23611,134,168
11381,MUJO,9.1,Oink Games Inc.,,58298,18,347
11382,Prism,,Carlo Shin,,11,,1
11384,二重奏,9.7,Kumobius,,54889,40,436
11386,永恒之花,9.1,ARK Games,,1388,1,38
11388,动物格斗,8.2,Sungrand,,102207,80,562
11389,冒险小镇,9.3,Supersolid,,3745,8,76
11391,Mixed Macho Arts,7.4,Henri Kuismin,,370,,5
11392,City Lines - Fun Puzzle Game,8.2,Genix Lab,,406,,7
11394,蛇鹈鸟,9.4,Noumenon Games,,3590,7,61
11395,游戏王 Duel Generation,8.6,"Konami Digital Entertainment, Inc.",,26689,38,198
11396,游戏王 BAM Pocket,6.3,"Konami Digital Entertainment, Inc.",,620,,7
11397,野生之地:杜兰戈,8.5,NEXON Company,,155874,4829,3005
11398,列车调度员世界《Train Conductor World》US,9.1,The Voxel Agents,,26608,21,301
11400,蒼翼默示錄：幻影降臨TW,6.6,MoFun Technology,,655,,18
11401,地城战棋,9.0,Playfulgames Inc.,,6262,36,71
11404,Okay?,8.6,Philipp Stollenmayer,,3676,3,31
11409,Slash Mobs,,DoubleJump,,83,,2
11410,金鱼高手 免费捞金鱼游戏RPG,,GMO GameCenter,,49,,1
11411,Cute Munchies,,Niji Games,,22,,
11412,枪射击风暴,,D3.,,382,1,2
11413,Emergency Car Racing Hero,,Tiny Lab Productions,,37,,
11414,模拟主播,9.4,Skydomain,,1444,,15
11415,Super jabber jump 2,,gameone,,7,,
11416,纸杯蛋糕狂欢：加拉帕戈斯群岛,,Storm8 Studios,,7,,
11417,传奇召唤师 Legend Summoners,,DIVMOB,,82,,3
11418,疯狂扣篮,9.7,KAPPSULE,,9865,,41
11419,Shinobi: The Golden Age,,CCGD,,2,,
11420,Armorio ?,,diep for tank io,,9,,
11421,气球泡泡射击,,appgo,,8,,
11422,Diep oi 3D tanks diep,,BreakApp Games,,20,,3
11423,Flying Monster Truck Simulator,,GT Race Games,,38,,2
11424,我可爱的小狗宠物亚军,,Girl Games - Vasco Games,,16,,
11425,MOGU:捕食ゲーム-30秒でどこまで食べれますか？-,,IGNIS APPS INC.,,13,,
11426,Escape Games Day-437,,EscapeGamesFun,,,,
11427,虹石节奏,,"GaLboa,Inc.",,39,,1
11428,魔王度診断 - この世の半分が欲しいか？Testiiの診断?心理テストシリーズ,,Testii,,62,,6
11429,Cooper Square Apartment Escape,,EightGames,,21,,
11430,Subway House Escape,,Games2Jolly,,1,,
11431,放置ヒーロー伝説—放置系タップＲＰＧ,,The Kumamoto,,112,,4
11432,Modern Attic House Escape,,EightGames,,,,
11433,Egg House Smiley Escape,,Games2Jolly,,,,
11434,合战三国志,,"HongKong Morlia Digital Entertainment Co.,Ltd",,5,,2
11436,小猫世界：推特登陆专用,,BTNcafe ?,,38,,3
11437,能让我再漂亮一点吗？,6.2,BlackTiger Games,,326,,19
11439,养狗游戏：乱七八糟KR,8.8,grrrr game studio,,584,1,10
11440,Offroad Car G,,Oppana Games,,432,,
11441,对小孩超人,,Hippo Nursery Rhymes,,16,,1
11442,银河掠夺者,7.9,谷得游戏,,169140,287,1464
11443,水果爆破,,Juice Candy,,10,,
11444,Cake Splash,,match_three,,3,,
11445,熱帶叢林塗鴉本,,K3Games,,18,,
11446,ZAK.io vs Tank Battle,,diep tanks,,16,,1
11447,姬神绘卷,9.9,Aiming Inc.,,6226,108,113
11448,疯狂王牌,,BulkyPix,,28,,2
11450,ファンタジースリングRPG フィンガーナイツ,8.9,"GameOn Co., Ltd.",,176,,6
11451,粘粘世界,9.8,2D BOY,,13141,11,294
11452,進撃の巨人 -自由への咆哮- [公式],6.3,mobage,,362,1,16
11454,和風パズルRPG 妖刀あらしとふぶき,,mobage,,47,,1
11455,伊甸园,8.3,Channel 4 Television Corporation,,9178,8,114
11456,史前时代,8.3,BUG-Studio,,10081,17,84
11457,建造乌托邦,8.8,Robinson Technologies Corporation,,8875,4,31
11458,立方城堡,8.5,Cosmic Cow,,727,3,14
11459,脱出王国的爱丽丝,,あそびごころ。,,135,1,3
11460,疯狂之国的爱丽丝,9.3,ESC-APE,,4021,5,36
11461,放置养成游戏　小红帽闭锁森林故事,9.2,ESC-APE by SEEC,,3243,6,21
11462,养成 别样灰姑娘,9.5,ESC-APE,,5426,6,37
11463,新爱丽丝的梦幻茶会,8.8,"Poppin Games Japan Co., Ltd.",,44690,84,610
11465,彼得兔的庄园,8.7,"Poppin Games Japan Co., Ltd.",,7277,6,91
11466,放置养成游戏 黑雪公主,8.4,ESC-APE,,1668,3,15
11467,逆袭之国的爱丽丝,8.2,ESC-APE,,1431,1,22
11468,再生！ カラカラ惑星,9.8,ASOBOX,,580,2,14
11469,真实单车,8.1,Illusion Labs,,4777,2,16
11470,万智牌 2015,9.1,Wizards of the Coast LLC,,19295,25,257
11471,地下城堡：炼金术师的魔幻之旅,8.2,雷霆游戏,淘金互动,35979,85,392
11472,极品钢琴 (Just Piano ),9.2,极品科技,,65489,23,447
11473,节奏过山车 2,9.4,TAITO Corporation,,5604,2,48
11475,空中交通管制,8.5,Vector3D Studios,,3839,13,41
11476,欢乐吸血鬼,9.7,"High Voltage Software, Inc.",,576,1,8
11479,"闪客快打 - 拼命之王 ,狂扁小豆丁",7.4,Richard Gonzales,,17674,8,371
11481,山羊模拟器,2.9,MyPlayStudio,,694,,18
11482,Pinna - Unicycle for nerves,8.6,Riku Tamminen,,694,1,8
11483,僵尸之林 - 僵尸入侵洛杉矶！,8.0,Gameloft,,7749,6,50
11484,星之子,9.3,厦门真有趣信息科技有限公司,,,47,239
11486,"Nemo's Reef",,Disney,,23,,1
11488,像素赛车手,9.6,Studio Furukawa,,79969,2239,728
11489,Limax.io,8.6,Lapa Mauve Studio,,167,,7
11490,Bottle Shoot: Archery,,The Game Company,,8,,
11491,WWE Wrestling 3D,,Rambo Slug Game Studio,,191,,1
11492,Block Tank Wars 2,7.0,Cube Software,,1971,,11
11493,铸造晶体,9.1,ImpactBlue Studios,,79399,27,755
11494,无限RPG 永远的任务,,cloverlab.inc,,75,,1
11495,钢铁华尔兹JP,8.4,"What's Up Game Labs",,243,,14
11496,猫的语言翻译,,FoolFriends,,411,,5
11497,Escape Games Day-438,,EscapeGamesFun,,,,
11498,Escape From Mystery Study,,Gamekb,,4,,
11499,装甲骑兵,,Xinyoudi,,32,,2
11502,海戰傳奇 - Navy 1942,2.6,"Sincetimes Co., Ltd.",,41,,7
11504,疯狂切水果,,Lucky Bird Studio,,309,1,3
11505,公主舞会沙龙,,TNN Game,,185,,4
11506,模拟器2016年,,Integer Games,,340,,5
11507,Ire: Blood Memory,8.7,,10Birds,15529,59,224
11508,Arcane Quest 3,,Nex Game Studios,,45,,2
11509,Luna Light Saga,,King,,54,,
11510,"Blackmoor - Duberry's Quest",8.5,Mooff Games Ltd,,1738,3,18
11511,Stanley博士的家 2,9.6,James Li,,47709,127,425
11512,Stanley博士的家1,9.4,James Li,,18030,22,235
11513,Meet,8.4,上海黑螺信息科技有限公司,,73513,35,363
11514,Poly & Marble Maze,7.3,Obumo Games,,1189,,11
11516,Mike V: Skateboard Party Lite,,Ratrod Studio Inc.,,199,,
11517,Turbo FAST,8.8,PIKPOK,,2207,,15
11518,在现场一兵一卒,,Ilya Yashin,,99,,1
11519,星际战争2：初次反击,8.1,上海伏睿信息技术有限公司,,240371,868,1508
11520,刀锋华尔兹,8.1,Netmarble Games,,838,2,8
11521,蒲公英说,8.4,Jiadi Deng,,40824,5,265
11522,The Game of Life,,Marmalade Game Studio,,572,,2
11523,少年泰坦出击,10,Cartoon Network,,1991,5,11
11524,地下城工会,9.7,Versus Evil,,,12,104
11525,Marvel Pinball,,Zen Studios,,70,,1
11526,MONOPOLY,9.8,艺电 EA,,676,,9
11527,The Sims? 3,9.2,艺电 EA,,2624,1,26
11528,Danse: Deadly Deception (Full),,Big Fish Games,,14,,1
11530,Plants vs. Zombies?,10,艺电 EA,,9803,15,106
11531,Wheel of Fortune,,Sony Pictures Television,,1,,
11533,"Papa's Freezeria To Go!",9.9,Flipline Studios,,3798,1,15
11534,生存战争,9.7,Candy Rufus Games,,16280,12,235
11535,Zombieville USA 2,9.6,Mika Mobile,,632,2,12
11536,Cops - On Patrol,,Behaviour Interactive,,11,,1
11537,Phase 10,,Magmic Inc,,4,,1
11539,klocki,9.5,Rainbow Train,,1717,6,40
11540,Ultimate Shark Simulator,,Gluten Free Games LLC,,340,,2
11541,Star Wars?: KOTOR,,"Aspyr Media, Inc.",,390,,4
11542,Skater,,The Skater Team,,237,,
11544,极品飞车17:最高通缉,9.3,艺电 EA,,44021,115,565
11545,Trivia Crack (去广告),,Etermax,,180,,
11546,脱狱,9.8,PuffballsUnited,,2685,,13
11547,CRAZY CRAFT: SWEET BATTLE,,Blocky Dev,,18,,
11548,Ultimate Wolf Simulator,,Gluten Free Games LLC,,491,,3
11549,刺猬索尼克2?,,SEGA,,447,,3
11550,Dirt Trackin,,"Bennett Racing Simulations, LLC",,2,,
11551,Pewdiebot,,Existor Limited,,6,,1
11553,SpongeBob Moves In,10,Nickelodeon,,357,,8
11554,Bike Race Pro by T. F. Games,,Top Free Games.,,290,,2
11555,Borderlands 2,9.4,"2K Games, Inc.",,1533,6,84
11556,SimplePlanes,9.9,"Jundroo, LLC",,9505,266,135
11557,Skip-Bo?,,Magmic Inc,,,,
11558,"Papa's Pizzeria To Go!",8.0,Flipline Studios,,2911,,10
11559,Tamagotchi Classic - Gen1,,BANDAI NAMCO Entertainment Inc.,,79,,2
11560,"Papa's Cupcakeria To Go!",10,Flipline Studios,,1879,,8
11561,Infiltrating the Airship,,PuffballsUnited,,395,,2
11562,小黑屋,9.8,Amir Rajan,,1338,1,27
11563,"Papa's Burgeria To Go!",9.4,Flipline Studios,,4855,,12
11564,"Daniel Tiger's Stop & Go Potty",,PBS KIDS,,1,,
11565,MCF: Unlocked (Full),,Big Fish Games,,8,,1
11566,Chess,,AI Factory Limited,,262,,2
11567,Wipeout,,"Activision Publishing, Inc.",,328,,
11568,战锤40K：弑君者,,Hammerfall Publishing Global,,395,1,5
11569,Mupen64Plus AE (N64 Emulator),,Paul Lamb,,128,,
11570,Hook,9.8,Rainbow Train,,6761,2,63
11571,Jeopardy!,,Sony Pictures Television,,,,
11572,接龍+,,Brainium Studios,,6,,
11573,Toca Boo,8.5,Toca Boca,,1076,,11
11574,极限挑战,,FlukeDude,,280,1,2
11575,Ms. PAC-MAN by Namco,,BANDAI NAMCO Entertainment America Inc.,,7,,1
11576,Shimmer and Shine: Carpet Ride,,Nickelodeon,,1,,
11577,My PlayHome : Play Home Doll House,7.8,Shimon Young,,1112,,10
11578,Pulling USA,,Bowen Games LLC,,17,,
11579,坚守阵地 2,10,"Subatomic Studios, LLC",,1638,4,27
11580,Build Battle : Mini game,,Best Apps 2015,,9,,
11581,修剪艺术,9.6,Joel McDonald,,24558,16,236
11582,Ultimate Dinosaur Simulator,,Gluten Free Games LLC,,950,,2
11583,模拟野生狐,9.0,Gluten Free Games LLC,,1130,,8
11584,Wheel of Fortune PUZZLE POP,,Sony Pictures Television,,,,
11585,杀出重围：堕落,9.0,SQUARE ENIX Ltd,,7630,1,32
11586,暗影狂奔：归来,,Harebrained Schemes,,185,,6
11587,TMNT: ROOFTOP RUN,,Nickelodeon,,160,,1
11588,泰坦之旅,9.7,DotEmu,,32391,73,394
